frame_id, p_x0, p_y0, p_c0, p_x1, p_y1, p_c1, p_x2, p_y2, p_c2, p_x3, p_y3, p_c3, p_x4, p_y4, p_c4, p_x5, p_y5, p_c5, p_x6, p_y6, p_c6, p_x7, p_y7, p_c7, p_x8, p_y8, p_c8, p_x9, p_y9, p_c9, p_x10, p_y10, p_c10, p_x11, p_y11, p_c11, p_x12, p_y12, p_c12, p_x13, p_y13, p_c13, p_x14, p_y14, p_c14, p_x15, p_y15, p_c15, p_x16, p_y16, p_c16, p_x17, p_y17, p_c17, p_x18, p_y18, p_c18, p_x19, p_y19, p_c19, p_x20, p_y20, p_c20, p_x21, p_y21, p_c21, p_x22, p_y22, p_c22, p_x23, p_y23, p_c23, p_x24, p_y24, p_c24
30,231.803,303.431,0.981239,227.548,365.621,0.920729,174.13,365.567,0.85703,111.685,312.159,0.851463,85.172,236.596,0.912212,272.066,365.518,0.884239,334.22,303.318,0.916349,334.552,227.561,0.936597,223.138,521.427,0.856323,191.669,521.347,0.843307,191.803,650.56,0.862013,187.495,766.444,0.836558,258.65,521.519,0.828519,262.875,654.752,0.887726,249.835,770.806,0.808853,223.099,303.049,0.955028,232.254,298.948,0.949311,200.856,307.809,0.837815,258.561,307.642,0.7363,249.732,801.968,0.743626,267.581,801.793,0.806379,236.422,788.401,0.744744,191.726,801.872,0.666865,165.144,801.633,0.685528,191.938,779.598,0.703052
31,227.727,303.385,0.988719,227.5,365.546,0.913415,174.089,365.452,0.846839,111.835,307.772,0.877673,85.2624,232.201,0.946006,267.878,365.491,0.885756,334.216,303.097,0.932246,334.573,227.512,0.932855,223.15,521.421,0.854415,187.559,521.361,0.836742,191.879,650.531,0.865062,187.416,766.375,0.83029,258.702,521.495,0.828108,262.981,650.512,0.872338,249.82,770.654,0.811518,223.044,298.948,0.95402,232.246,298.916,0.955191,200.81,307.641,0.821778,258.581,307.676,0.783554,254.165,801.937,0.74914,267.682,801.732,0.792889,232.25,779.645,0.740831,191.75,801.81,0.694066,165.14,801.605,0.71071,191.809,775.202,0.700962
32,227.733,303.374,0.991135,227.507,365.482,0.912286,174.067,365.412,0.842333,116.178,303.47,0.898536,85.277,231.915,0.97244,271.999,365.4,0.884671,334.135,298.838,0.924652,338.826,227.31,0.919895,223.12,521.44,0.849316,187.522,521.399,0.82796,191.864,650.53,0.86265,187.474,770.648,0.827168,258.681,521.492,0.826661,262.933,654.69,0.872098,249.816,770.785,0.802352,223.047,298.935,0.954896,232.253,298.899,0.954993,200.818,307.619,0.830808,258.595,307.616,0.791687,254.163,801.992,0.730531,267.67,801.773,0.778337,232.242,784.1,0.745044,191.743,801.937,0.672645,165.143,801.701,0.70343,191.892,783.968,0.695785
33,227.734,303.392,0.990318,227.517,365.395,0.905727,169.763,361.095,0.835984,116.295,303.22,0.927052,89.3389,227.463,0.956404,272.039,361.144,0.876174,329.846,298.833,0.911492,338.796,227.378,0.942965,223.125,521.382,0.857602,187.549,521.342,0.836796,191.859,654.734,0.88267,187.414,770.655,0.834363,258.653,521.446,0.832896,262.869,650.54,0.873746,249.806,770.74,0.809323,223.042,298.949,0.956391,232.262,298.923,0.954624,200.798,307.651,0.827471,258.61,307.602,0.797204,249.883,801.973,0.73267,267.66,801.763,0.781495,232.254,784.034,0.741691,191.729,801.913,0.695051,160.952,801.705,0.725107,191.848,783.959,0.713842
34,227.717,303.406,0.988484,227.516,365.37,0.906586,174.125,361.114,0.832695,120.683,303.138,0.937424,89.435,227.399,0.945576,267.845,361.105,0.881116,325.451,298.748,0.896532,338.931,223.131,0.929318,223.053,517.086,0.87053,187.503,517.056,0.851995,191.899,650.456,0.871298,187.431,766.43,0.84081,258.54,517.154,0.839719,258.79,650.437,0.86544,249.808,770.685,0.815329,223.038,298.973,0.958617,232.228,298.956,0.957456,200.793,307.668,0.843836,258.551,307.624,0.796057,254.212,801.976,0.732846,267.686,801.758,0.781705,232.25,783.988,0.742369,191.804,801.871,0.705505,165.158,801.67,0.729347,191.814,779.567,0.715113
35,227.694,303.403,0.990038,227.501,361.089,0.90364,174.074,361.093,0.834265,120.838,298.883,0.925348,89.592,223.148,0.928125,267.843,360.987,0.875625,325.402,294.208,0.853666,338.846,218.56,0.897973,223,517.078,0.866507,187.445,517.072,0.842977,191.866,650.518,0.873486,187.441,770.657,0.841783,254.32,517.111,0.840726,262.865,650.437,0.869808,249.807,770.727,0.811341,223.006,298.979,0.957299,232.208,298.962,0.961888,200.752,307.686,0.849914,258.534,307.626,0.792629,254.186,802.005,0.72956,267.674,801.786,0.776469,232.245,784.033,0.747781,191.742,801.933,0.701295,160.971,801.732,0.734646,191.867,783.99,0.72638
36,227.698,303.397,0.995787,227.48,361.109,0.902384,174.138,361.09,0.832947,125.115,298.791,0.908817,89.7662,218.699,0.887365,267.795,361.05,0.881836,316.551,289.948,0.850183,338.715,218.595,0.911164,223.074,517.075,0.873681,187.563,517.072,0.853214,191.851,650.427,0.865018,187.413,766.457,0.835355,258.549,517.116,0.843781,258.765,650.387,0.860554,249.773,770.692,0.816847,223.003,298.974,0.960587,232.219,298.959,0.964939,196.646,307.682,0.849714,258.544,307.63,0.793108,254.217,801.963,0.739852,267.692,801.744,0.784986,232.21,784.022,0.754627,191.758,801.86,0.702352,160.985,801.667,0.723824,191.816,779.614,0.715564
37,227.683,303.379,0.99945,227.498,361.073,0.900982,174.181,361.07,0.827829,125.322,298.854,0.89926,94.024,218.613,0.861339,267.8,361.018,0.880054,312.093,289.925,0.855935,334.568,218.561,0.906534,223.077,517.015,0.881442,191.662,517.011,0.858489,191.843,650.463,0.863878,187.384,766.445,0.834603,258.542,517.062,0.851956,258.771,650.392,0.86157,249.814,770.723,0.809952,222.985,298.969,0.958609,232.211,298.951,0.967093,196.644,307.692,0.846823,258.53,307.66,0.789199,254.225,801.967,0.734679,267.703,801.756,0.78282,232.235,784.07,0.750034,191.778,801.856,0.697531,165.136,801.654,0.717596,191.786,779.598,0.710972
38,227.675,303.385,0.998476,227.513,361.056,0.901905,178.506,361.046,0.82576,129.558,298.804,0.890222,98.4553,214.233,0.834943,267.815,361.006,0.879545,307.764,294.25,0.880183,334.478,214.237,0.907343,223.063,517.043,0.87457,191.667,517.026,0.854283,191.859,650.519,0.871592,187.426,770.728,0.835787,254.33,517.101,0.843992,258.739,650.496,0.871298,249.723,770.758,0.812702,222.971,298.98,0.955315,232.201,298.96,0.967487,196.632,307.715,0.845464,258.545,307.669,0.789129,249.883,801.991,0.743207,267.65,801.777,0.797145,232.207,784.086,0.756994,191.754,801.956,0.698249,165.134,801.755,0.728037,191.852,784.08,0.724284
39,227.685,303.377,0.997311,227.51,361.09,0.903091,174.214,361.096,0.828173,129.563,298.707,0.885768,102.847,209.757,0.826453,267.814,361.031,0.880821,307.833,294.329,0.880763,334.376,218.644,0.919746,223.099,517.051,0.87869,191.721,517.04,0.860518,191.895,650.479,0.875367,187.459,770.661,0.839708,258.533,517.108,0.849494,258.706,650.526,0.87403,245.423,770.775,0.810863,222.978,298.977,0.95357,232.208,298.954,0.963398,196.629,307.731,0.845724,258.552,307.681,0.788164,249.883,801.965,0.739235,267.633,801.761,0.792026,232.191,784.111,0.758701,191.734,801.911,0.693609,165.132,801.694,0.721039,191.876,783.998,0.717234
40,227.683,303.377,0.996423,227.516,361.076,0.902223,174.209,361.101,0.828553,129.543,298.659,0.878778,111.678,205.281,0.828883,267.835,361.015,0.879466,312.167,294.272,0.864435,334.322,218.632,0.912031,223.077,517.03,0.876824,191.687,517.011,0.859491,191.842,650.386,0.858519,187.4,770.639,0.828372,258.527,517.092,0.845256,258.632,650.457,0.854445,245.414,770.807,0.807994,222.963,298.979,0.950308,232.199,298.944,0.964429,196.617,307.737,0.843665,258.539,307.651,0.784571,254.159,801.967,0.733571,267.653,801.748,0.783253,232.185,788.437,0.764266,191.721,801.896,0.693602,160.978,801.688,0.720782,191.831,783.959,0.705647
41,227.675,303.367,0.996258,227.52,361.058,0.902048,174.205,361.096,0.827337,129.544,298.6,0.880834,116.093,200.986,0.849127,267.836,360.996,0.880556,312.167,294.41,0.879556,334.3,223.068,0.932555,223.07,516.999,0.877731,191.686,516.978,0.861514,191.794,646.089,0.844315,187.344,766.422,0.829847,254.333,517.053,0.844757,258.729,650.392,0.862345,249.746,770.745,0.817696,222.962,298.96,0.950641,232.198,298.931,0.965354,196.609,307.692,0.849532,258.549,307.644,0.795224,254.181,801.968,0.737895,267.675,801.769,0.791571,232.243,784.071,0.774648,191.705,801.85,0.703938,160.943,801.654,0.733116,191.788,779.55,0.703075
42,227.689,303.359,0.99607,227.51,361.087,0.902379,174.163,361.089,0.828961,129.534,298.672,0.886111,116.252,205.308,0.846366,267.855,361.039,0.878271,316.529,298.585,0.882672,334.31,223.095,0.933122,223.049,517.105,0.867634,187.547,517.074,0.85344,191.812,650.53,0.872155,187.397,770.689,0.834063,254.33,521.299,0.833876,258.663,650.531,0.866436,249.73,770.823,0.809841,222.975,298.944,0.952271,232.217,298.918,0.962746,196.603,307.678,0.856206,258.585,307.626,0.795484,254.213,802.008,0.745237,267.69,801.789,0.796631,232.214,788.461,0.774809,191.758,801.916,0.701353,165.143,801.715,0.724339,191.831,784.027,0.718047
43,227.694,303.36,0.995252,227.51,361.125,0.902936,174.162,361.092,0.830496,129.532,298.798,0.897448,116.327,214.163,0.860825,267.841,361.103,0.880734,316.636,298.782,0.889135,334.323,227.325,0.941338,223.061,517.103,0.869111,187.557,517.068,0.854863,191.843,650.507,0.873535,187.446,770.722,0.837013,254.34,521.299,0.835297,258.681,650.534,0.868395,249.76,770.789,0.813933,222.989,298.944,0.952842,232.222,298.926,0.961584,196.614,307.684,0.854598,258.585,307.625,0.799594,254.268,802.02,0.73835,267.736,801.791,0.785969,232.241,788.427,0.760545,191.793,801.932,0.703418,165.181,801.732,0.722703,191.859,784.074,0.72327
44,227.685,303.346,0.993335,227.5,361.111,0.901628,174.161,361.058,0.828952,125.324,298.642,0.89812,120.486,205.308,0.863565,267.82,361.118,0.886346,320.997,298.766,0.894459,334.378,223.176,0.935223,223.021,517.071,0.86837,187.508,517.042,0.854227,191.855,650.478,0.874138,187.438,770.658,0.840579,254.298,517.127,0.834167,258.686,650.499,0.863321,249.725,770.752,0.81718,222.994,298.922,0.952876,232.211,298.914,0.962989,196.63,307.637,0.84458,258.568,307.626,0.81554,254.224,801.968,0.751878,267.71,801.749,0.796714,232.215,784.1,0.76513,191.777,801.91,0.702177,165.155,801.708,0.726438,191.847,783.992,0.719248
45,227.675,303.354,0.990386,227.514,361.086,0.902952,174.162,361.029,0.826291,125.144,298.681,0.918547,120.455,200.993,0.864324,267.843,361.079,0.884026,321.054,298.806,0.896412,334.417,227.341,0.933653,222.987,517.019,0.86906,187.454,516.969,0.85499,191.809,650.43,0.859633,187.406,766.443,0.834235,254.271,517.099,0.834622,258.647,650.469,0.858389,249.772,770.794,0.818203,222.986,298.921,0.950133,232.208,298.922,0.962135,196.641,307.622,0.819839,258.575,307.644,0.814247,254.237,801.981,0.755752,267.742,801.776,0.803265,236.371,788.428,0.77447,191.734,801.849,0.692516,160.985,801.653,0.711199,191.833,779.567,0.703358
46,227.646,303.352,0.986663,227.551,361.14,0.903636,178.509,361.092,0.827338,125.087,298.678,0.913244,120.466,201.007,0.857284,271.992,361.101,0.880866,325.475,298.905,0.903061,334.41,227.428,0.936663,223.023,516.975,0.876391,187.496,516.924,0.861303,191.796,650.319,0.847748,187.468,766.328,0.843537,254.311,517.055,0.839278,258.644,650.346,0.847976,249.757,770.766,0.818009,222.945,298.922,0.945064,232.178,298.92,0.965834,196.638,307.651,0.806163,258.554,307.644,0.819466,249.87,801.956,0.757882,267.679,801.792,0.811116,232.249,788.396,0.766867,191.732,801.769,0.689433,165.156,797.498,0.703447,191.88,775.154,0.710691
47,227.635,303.363,0.984569,227.557,361.16,0.903224,178.524,361.09,0.828368,125.037,298.724,0.918041,120.499,205.309,0.845526,267.871,361.127,0.88201,329.776,298.926,0.903237,334.363,227.418,0.935214,223.014,516.985,0.872777,187.499,516.932,0.858567,191.822,646.086,0.847193,187.473,766.454,0.838851,254.284,517.065,0.836571,258.656,650.369,0.850598,249.726,770.85,0.808236,222.927,298.936,0.943162,232.164,298.941,0.965279,196.637,307.687,0.789516,258.537,307.682,0.813684,249.766,802.004,0.747806,267.598,801.838,0.808915,232.259,788.496,0.765985,191.703,801.881,0.680906,165.137,801.65,0.703737,191.891,779.62,0.711144
48,227.629,303.356,0.982507,227.583,361.126,0.90214,178.563,361.071,0.826334,124.993,298.789,0.928269,120.557,209.766,0.845867,272.028,361.114,0.881715,329.894,303.045,0.912072,334.348,227.407,0.915141,223.072,516.993,0.87706,191.677,516.945,0.864627,191.917,650.33,0.862918,187.505,766.424,0.848688,254.339,517.068,0.8404,258.668,650.426,0.853116,249.768,770.853,0.807347,222.912,298.933,0.93999,232.151,298.923,0.965289,196.623,307.679,0.800643,258.546,307.672,0.814469,254.176,802.008,0.735665,267.678,801.825,0.795105,232.256,788.498,0.765507,191.802,801.855,0.690176,165.197,801.626,0.708755,191.859,779.572,0.7124
49,227.649,303.38,0.980031,227.586,361.139,0.901148,178.543,361.069,0.824712,124.951,298.852,0.921261,120.518,214.136,0.838097,272.074,361.148,0.878456,330.001,303.142,0.916254,334.298,227.511,0.910122,223.096,517.051,0.872066,191.698,516.989,0.862253,191.952,650.388,0.870484,187.52,766.449,0.846725,258.539,517.144,0.834282,258.696,650.473,0.855,249.828,770.853,0.80513,222.933,298.959,0.940682,232.15,298.933,0.964315,196.635,307.685,0.812493,258.546,307.646,0.80818,254.16,802.011,0.728853,267.669,801.827,0.791487,236.392,788.498,0.754822,191.84,801.865,0.687716,165.225,801.645,0.711188,191.862,779.597,0.712881
50,227.699,303.41,0.980597,227.622,365.395,0.903596,178.617,361.138,0.829061,124.957,298.904,0.919914,120.464,214.17,0.830318,272.102,365.427,0.881936,330.026,303.155,0.924204,334.265,227.442,0.917953,223.119,517.049,0.874892,191.739,516.969,0.867271,191.918,650.36,0.865328,187.46,770.619,0.833385,258.56,521.29,0.836718,258.742,650.539,0.867398,249.806,775.1,0.802541,222.978,298.996,0.944717,232.178,298.944,0.961811,200.767,307.744,0.81831,258.552,307.648,0.794349,249.875,802.029,0.726887,267.655,801.842,0.784639,232.259,788.538,0.76188,191.792,801.911,0.676239,165.182,801.686,0.701661,191.847,783.962,0.701413
51,227.714,303.413,0.98143,227.621,365.416,0.905945,178.609,361.139,0.830148,124.942,298.93,0.917232,116.272,214.201,0.826123,272.11,365.46,0.8829,334.136,303.134,0.924426,334.276,227.424,0.920156,223.109,517.092,0.869954,191.745,517.021,0.865191,191.958,650.413,0.877482,187.443,766.456,0.840169,254.342,521.324,0.829066,258.647,650.528,0.858127,249.786,770.851,0.806963,223.006,298.997,0.947966,232.198,298.951,0.9599,200.803,307.749,0.808627,258.562,307.677,0.791935,249.865,802.01,0.731773,267.664,801.831,0.788403,236.37,788.511,0.751382,191.8,801.876,0.69076,165.168,801.657,0.715794,191.791,779.632,0.708525
52,227.729,303.408,0.98222,227.623,365.411,0.904631,178.592,361.14,0.831275,124.946,298.913,0.918018,116.291,214.192,0.829024,272.105,365.455,0.882325,334.13,303.088,0.92646,334.279,227.392,0.917556,223.109,517.093,0.868894,191.74,517.02,0.864027,191.884,650.38,0.867392,187.402,770.648,0.832754,258.535,521.335,0.829633,258.65,650.557,0.860079,249.772,770.846,0.811375,223.029,298.986,0.949741,232.227,298.953,0.956778,200.812,307.747,0.806498,258.592,307.705,0.800516,254.16,802.027,0.730333,267.68,801.819,0.785892,232.24,788.464,0.767348,191.731,801.92,0.687739,160.964,801.7,0.716481,191.805,783.971,0.708085
53,227.756,303.424,0.979135,227.635,365.42,0.90508,178.605,361.177,0.831559,124.954,298.874,0.918607,116.315,214.128,0.832022,272.101,365.429,0.881286,330.023,303.114,0.924695,334.279,227.381,0.918181,223.132,517.13,0.867277,191.767,517.065,0.862524,191.938,650.467,0.878441,187.436,770.658,0.83968,258.557,521.367,0.831156,258.707,654.709,0.865635,254.163,770.821,0.819684,223.054,303.023,0.950367,232.252,298.973,0.952467,200.805,307.791,0.8159,258.606,307.723,0.790659,254.286,802.035,0.73281,267.76,801.83,0.779953,236.444,788.472,0.762435,191.762,801.927,0.691843,165.14,801.687,0.722451,191.821,783.987,0.715625
54,227.764,303.435,0.977765,227.621,365.407,0.904652,178.569,361.156,0.830507,124.968,298.828,0.923868,120.472,209.751,0.843175,272.091,365.41,0.879226,330.019,303.128,0.923703,334.294,227.397,0.917915,223.107,517.053,0.873736,191.73,516.99,0.864693,191.92,650.383,0.871757,187.44,766.439,0.846925,258.537,517.155,0.836443,258.753,650.458,0.864363,254.143,770.736,0.822995,223.063,303.028,0.950814,232.263,298.985,0.951224,200.789,307.786,0.827582,258.615,307.737,0.786333,254.285,801.992,0.73171,267.757,801.784,0.776344,236.414,784.106,0.755494,191.824,801.876,0.720528,165.172,801.654,0.744058,191.794,779.576,0.720395
55,231.801,303.449,0.977665,227.613,365.407,0.904832,178.542,361.15,0.831394,124.963,298.823,0.921614,120.48,209.721,0.844547,272.086,365.399,0.878472,329.998,303.118,0.923068,334.295,227.408,0.918973,223.113,517.047,0.87706,191.76,517.01,0.867167,191.971,650.462,0.8912,187.487,770.628,0.843572,254.333,517.122,0.839765,258.746,650.497,0.868335,249.846,770.754,0.816106,223.08,303.038,0.952359,236.37,298.99,0.948764,200.776,307.786,0.838522,258.642,307.711,0.768665,254.254,801.997,0.743829,267.709,801.791,0.79182,236.394,788.399,0.745065,191.838,801.919,0.691548,165.194,801.686,0.721322,191.826,779.671,0.71871
56,231.825,303.449,0.978907,227.629,365.39,0.903593,178.575,361.165,0.832106,124.984,298.796,0.923062,120.469,209.677,0.842801,272.101,361.17,0.87386,329.992,303.065,0.92062,334.308,227.371,0.915662,223.118,517.119,0.869792,191.76,517.066,0.86181,191.956,650.481,0.892066,187.411,770.604,0.839635,258.526,521.352,0.832863,258.804,650.548,0.877609,249.812,770.762,0.815768,223.104,303.044,0.95552,236.391,298.984,0.946697,200.793,307.799,0.838272,258.661,307.673,0.764659,254.197,801.97,0.737622,267.664,801.775,0.788023,232.25,784.116,0.753244,191.825,801.907,0.70217,165.156,801.683,0.72983,191.766,779.631,0.716345
57,231.814,303.449,0.979546,227.639,365.383,0.903406,178.587,361.146,0.832679,125.034,298.816,0.918692,120.507,205.386,0.840136,272.11,361.169,0.872195,329.986,303.084,0.917528,334.298,227.441,0.9187,223.09,517.08,0.871113,191.741,517.026,0.862511,191.914,650.342,0.869419,187.465,766.259,0.859374,254.309,521.298,0.833779,262.869,650.446,0.872879,249.889,770.694,0.823818,223.097,303.048,0.955689,236.379,298.995,0.94778,200.803,307.821,0.823991,258.636,307.735,0.758741,254.237,801.953,0.737678,267.705,801.769,0.783117,236.408,784.063,0.756889,191.848,801.738,0.714783,165.194,797.463,0.72991,191.819,775.082,0.730915
58,231.816,303.443,0.982049,227.623,365.41,0.904901,178.588,361.161,0.833707,125.08,298.782,0.917059,120.48,205.333,0.839935,272.062,365.366,0.874566,329.85,303.164,0.904045,334.348,227.652,0.919719,223.097,517.099,0.872096,191.758,517.037,0.866241,191.942,650.417,0.88358,187.497,766.35,0.856458,254.306,521.326,0.832643,258.735,650.557,0.87464,249.816,770.772,0.817288,223.1,303.044,0.957027,236.395,303.02,0.947965,200.811,307.829,0.818238,258.632,307.761,0.756879,254.239,801.976,0.741595,267.707,801.778,0.788619,236.372,788.432,0.756118,191.868,801.797,0.712435,165.236,797.54,0.726721,191.832,775.216,0.72442
59,231.806,303.432,0.983569,227.633,365.392,0.904147,178.637,361.145,0.833358,125.135,298.815,0.914505,120.464,205.347,0.840559,272.054,361.165,0.874372,325.551,303.142,0.898879,334.337,227.595,0.922561,223.086,517.068,0.87275,191.746,517.01,0.866016,191.934,650.399,0.871959,187.51,766.269,0.850314,254.283,517.158,0.83229,258.785,650.482,0.867977,249.835,770.75,0.814766,223.093,303.039,0.956481,236.373,298.99,0.950478,200.82,307.81,0.806029,258.609,307.751,0.762531,254.207,801.985,0.727244,267.708,801.788,0.78151,232.251,784.091,0.753824,191.824,801.749,0.689532,165.193,797.453,0.704981,191.851,775.078,0.710455
60,231.809,303.437,0.982259,227.606,361.176,0.90146,178.598,361.125,0.830717,125.105,298.718,0.921575,116.27,205.275,0.840604,272.047,361.137,0.876025,325.477,303.118,0.904739,334.377,227.504,0.939164,223.067,517.112,0.865296,191.706,517.058,0.855954,191.931,650.535,0.881341,187.418,770.689,0.832333,254.293,521.328,0.827507,258.793,654.712,0.874881,254.134,770.706,0.820966,223.098,303.036,0.95814,236.378,298.98,0.952163,200.829,307.761,0.81489,258.624,307.689,0.781223,254.255,801.958,0.725697,267.742,801.725,0.768846,236.442,784.025,0.753262,191.767,801.941,0.706935,160.988,801.731,0.743182,191.806,784.003,0.711079
61,231.791,303.425,0.985898,227.6,361.137,0.899759,178.543,361.061,0.82624,125.193,298.752,0.924816,116.291,205.278,0.849402,272.079,361.131,0.874596,325.387,298.957,0.901741,334.377,227.465,0.943452,223.036,517.138,0.858639,187.564,517.062,0.852096,191.851,654.715,0.885727,187.479,770.734,0.841501,254.277,521.381,0.818888,258.654,654.716,0.866993,249.836,770.714,0.82101,223.086,298.992,0.959835,236.381,298.96,0.954129,200.833,307.69,0.808218,258.645,307.612,0.79385,249.842,801.953,0.735906,267.651,801.746,0.7851,236.431,784.027,0.741225,191.753,801.952,0.701189,165.14,801.727,0.733019,191.901,784.073,0.728826
62,227.761,303.412,0.988703,227.592,361.134,0.899271,178.584,361.075,0.827947,125.284,298.706,0.918881,120.462,205.322,0.855825,272.023,361.127,0.880326,321.02,303.058,0.906357,334.389,227.444,0.943428,223.056,517.149,0.857064,191.674,517.087,0.849288,191.842,650.544,0.881812,187.476,770.674,0.848651,254.296,521.382,0.815852,258.685,650.529,0.860091,254.152,770.688,0.825299,223.058,298.982,0.956547,236.374,298.971,0.95329,200.833,307.718,0.788887,258.645,307.68,0.790781,254.151,801.962,0.740186,267.672,801.749,0.788491,236.498,783.984,0.751037,191.735,801.938,0.694766,160.986,801.73,0.729285,191.909,783.977,0.734916
63,227.768,303.41,0.991131,227.594,361.138,0.899732,178.564,361.089,0.828714,125.357,298.712,0.916075,120.511,209.68,0.864746,272.032,361.121,0.879779,320.992,298.793,0.896384,334.42,227.346,0.929393,223.072,517.106,0.866692,191.681,517.061,0.855169,191.846,650.476,0.875253,187.447,770.708,0.838249,254.329,521.319,0.826023,258.741,650.501,0.862276,249.842,770.701,0.822543,223.072,298.975,0.957963,236.385,298.961,0.956002,200.838,307.704,0.783533,258.659,307.675,0.808235,249.873,801.944,0.736903,267.647,801.735,0.786127,236.429,784.006,0.746282,191.768,801.941,0.68868,165.141,801.722,0.714153,191.874,784.032,0.720408
64,231.781,303.412,0.991553,227.582,361.175,0.903216,178.55,361.1,0.828514,125.405,298.685,0.907413,120.563,209.783,0.868792,272.009,361.165,0.88248,312.236,298.882,0.905267,334.375,227.6,0.938146,223.061,517.062,0.869989,191.678,517.016,0.857625,191.874,650.451,0.878151,187.494,770.62,0.853275,254.303,517.141,0.829663,258.686,650.536,0.865616,249.806,770.731,0.820418,223.075,298.981,0.956783,236.418,298.979,0.952313,200.846,307.761,0.763358,258.691,307.734,0.810147,249.878,801.95,0.742465,267.663,801.739,0.791958,236.401,784.055,0.741709,191.78,801.913,0.70433,165.163,801.681,0.731779,191.877,779.656,0.732392
65,231.781,303.404,0.992475,227.591,361.154,0.902522,178.573,361.108,0.829227,129.522,298.662,0.903289,120.565,205.396,0.873973,272.03,361.126,0.880306,312.233,298.733,0.896069,334.376,227.49,0.94185,223.083,517.039,0.873005,191.712,516.993,0.860607,191.926,650.402,0.876949,187.538,766.408,0.853687,254.321,517.117,0.834643,258.698,650.508,0.867927,249.831,770.751,0.818853,223.074,298.977,0.957788,236.405,298.968,0.953495,200.828,307.739,0.777804,258.673,307.707,0.809388,249.861,801.895,0.739525,267.624,801.727,0.788812,236.411,784.119,0.742312,191.816,801.828,0.700998,165.228,797.558,0.716365,191.901,779.556,0.723904
66,227.765,303.412,0.990968,227.602,361.176,0.904135,178.612,361.154,0.831447,125.409,298.655,0.9055,120.59,209.682,0.874623,272.04,361.137,0.879552,312.203,298.751,0.899398,334.383,227.461,0.943451,223.08,517.06,0.872187,191.712,517.014,0.8599,191.877,650.47,0.872862,187.483,766.463,0.843698,254.315,517.141,0.834014,258.726,650.53,0.871511,249.806,770.745,0.814062,223.056,298.978,0.955627,236.393,298.967,0.955018,200.822,307.735,0.765985,258.677,307.7,0.812933,249.754,801.883,0.716322,267.568,801.719,0.761758,236.385,784.111,0.741478,191.781,801.859,0.690894,165.171,801.63,0.710331,191.875,779.62,0.716863
67,231.781,303.409,0.990912,227.607,361.18,0.904152,178.617,361.165,0.831076,125.372,298.653,0.907849,120.544,209.708,0.869975,272.038,361.137,0.882933,312.194,298.738,0.900902,334.421,227.464,0.943392,223.1,517.091,0.868865,191.731,517.048,0.857737,191.924,650.49,0.874517,187.548,766.364,0.851688,258.527,521.304,0.82883,258.745,650.56,0.868043,249.803,770.77,0.810006,223.066,298.977,0.955963,236.399,298.954,0.954608,200.821,307.726,0.782264,258.675,307.656,0.817755,249.783,801.887,0.729833,267.588,801.742,0.780596,236.384,784.107,0.745118,191.815,801.804,0.685369,165.229,797.527,0.701602,191.911,775.19,0.71559
68,227.77,303.401,0.993364,227.62,361.17,0.904474,178.653,361.172,0.831093,125.385,298.721,0.906975,116.229,209.692,0.843413,272.052,361.117,0.881928,312.264,298.631,0.883925,334.487,227.367,0.934005,223.085,517.066,0.872098,191.712,517.02,0.860674,191.867,650.4,0.868954,187.45,766.243,0.848702,254.328,517.143,0.832441,258.751,650.482,0.867989,249.801,770.669,0.821908,223.059,298.978,0.956882,236.393,298.948,0.955523,200.832,307.746,0.776089,258.679,307.646,0.817412,249.858,801.874,0.749751,267.648,801.709,0.797084,236.379,783.993,0.760944,191.791,801.727,0.694549,165.162,797.438,0.707878,191.838,770.797,0.722252
69,231.78,303.386,0.995071,227.612,361.136,0.904369,178.635,361.129,0.828593,125.36,298.693,0.908437,116.258,205.394,0.853996,272.051,361.103,0.880872,316.626,294.398,0.870526,334.517,223.033,0.914822,223.09,517.101,0.87176,191.718,517.056,0.861383,191.858,650.426,0.87211,187.459,766.353,0.858474,258.525,521.321,0.832581,258.744,650.486,0.873011,249.84,770.707,0.818724,223.069,298.96,0.957081,236.401,298.927,0.952496,200.808,307.695,0.801297,258.69,307.621,0.820382,249.838,801.938,0.735227,267.647,801.777,0.791221,236.409,784.032,0.762575,191.803,801.763,0.708719,165.195,797.51,0.717769,191.853,775.177,0.73913
70,231.785,303.388,0.995114,227.614,361.113,0.904087,178.626,361.107,0.828819,125.402,298.785,0.904892,116.231,214.108,0.852382,272.044,361.082,0.879756,321.018,294.327,0.864709,334.606,223.017,0.911172,223.079,517.112,0.869819,191.696,517.067,0.8573,191.874,650.464,0.876776,187.458,766.26,0.868926,254.336,521.329,0.831744,258.794,650.521,0.882288,249.804,770.662,0.825729,223.084,298.966,0.959141,236.402,298.933,0.952158,200.819,307.696,0.807769,258.681,307.616,0.818421,249.856,801.898,0.752725,267.644,801.732,0.806132,236.376,779.678,0.770857,191.789,801.718,0.712129,165.176,797.442,0.718753,191.845,770.832,0.747465
