frame_id, p_x0, p_y0, p_c0, p_x1, p_y1, p_c1, p_x2, p_y2, p_c2, p_x3, p_y3, p_c3, p_x4, p_y4, p_c4, p_x5, p_y5, p_c5, p_x6, p_y6, p_c6, p_x7, p_y7, p_c7, p_x8, p_y8, p_c8, p_x9, p_y9, p_c9, p_x10, p_y10, p_c10, p_x11, p_y11, p_c11, p_x12, p_y12, p_c12, p_x13, p_y13, p_c13, p_x14, p_y14, p_c14, p_x15, p_y15, p_c15, p_x16, p_y16, p_c16, p_x17, p_y17, p_c17, p_x18, p_y18, p_c18, p_x19, p_y19, p_c19, p_x20, p_y20, p_c20, p_x21, p_y21, p_c21, p_x22, p_y22, p_c22, p_x23, p_y23, p_c23, p_x24, p_y24, p_c24
394,183.104,307.747,0.895111,196.216,374.563,0.964793,151.933,383.324,0.885588,129.548,459.057,0.88127,182.965,503.641,0.857853,236.538,370.072,0.931672,271.989,440.966,0.93672,289.832,490.27,0.871875,200.8,534.804,0.855492,165.379,539.158,0.830065,174.153,654.929,0.845659,174.152,770.764,0.830302,232.18,534.69,0.864285,236.512,654.779,0.874642,245.328,770.74,0.825282,165.232,303.261,0.949992,191.859,303.047,0.97336,156.481,320.997,0.849716,200.858,303.32,0.847293,249.873,801.913,0.693723,267.601,801.656,0.713075,232.107,788.5,0.752732,187.461,801.963,0.660344,160.8,801.785,0.716144,187.36,784.113,0.750047
395,187.472,307.684,0.916903,196.265,374.503,0.964668,156.054,379.052,0.890984,125.347,459.008,0.903796,165.388,503.47,0.8694,236.598,370.02,0.929778,272.084,436.8,0.933536,272.247,494.682,0.877,196.631,534.746,0.858133,165.364,539.101,0.829262,174.154,654.85,0.83648,174.101,770.605,0.831919,232.079,534.671,0.86671,236.564,654.706,0.856456,245.414,770.674,0.814857,169.648,303.187,0.931047,192.028,303.018,0.984853,160.701,316.539,0.770055,201.013,303.316,0.814579,249.862,801.88,0.650852,267.614,801.644,0.672983,232.136,788.447,0.73626,187.411,801.897,0.65689,160.76,801.696,0.715091,187.312,779.624,0.74009
396,191.82,303.449,0.960903,196.375,374.428,0.964414,156.156,378.843,0.926567,125.295,454.582,0.918576,160.983,494.59,0.891891,240.952,370.005,0.921199,276.442,440.971,0.92418,267.721,490.228,0.921117,200.774,534.688,0.847361,169.665,534.724,0.821353,178.581,654.896,0.837084,178.49,766.412,0.823164,232.091,534.69,0.864665,236.526,650.535,0.849298,245.347,766.367,0.820546,178.51,303.069,0.926313,196.279,298.904,0.988609,160.838,312.105,0.836869,209.724,303.33,0.780793,249.798,801.704,0.652636,267.542,797.392,0.663733,232.111,779.638,0.697876,187.513,801.793,0.654258,160.862,801.615,0.697393,187.377,779.519,0.728359
397,191.982,303.362,0.993932,196.536,374.448,0.953621,156.299,374.698,0.94344,125.231,450.269,0.937794,160.661,490.253,0.918808,245.436,370.07,0.916161,276.613,441.017,0.915177,267.492,490.23,0.922391,196.645,530.257,0.859502,169.618,530.274,0.83402,178.64,654.881,0.856362,178.489,770.618,0.830264,232.045,530.296,0.870854,236.476,654.73,0.876151,241.011,766.367,0.838013,183.029,298.948,0.936171,196.476,298.86,0.979973,165.129,307.782,0.771282,218.557,303.396,0.768346,249.821,801.718,0.705266,267.539,797.393,0.707382,232.088,779.651,0.727837,187.498,801.83,0.661443,160.855,801.659,0.702353,187.398,779.644,0.746014
398,192.099,303.197,1.00255,196.606,374.432,0.950488,156.27,374.613,0.952964,125.255,450.189,0.948012,156.349,490.19,0.930402,254.148,370.117,0.923344,285.421,441.214,0.937359,263.181,490.165,0.932498,196.632,525.928,0.865775,165.354,530.217,0.849452,182.942,654.81,0.862291,178.586,770.615,0.838439,232.063,530.201,0.871803,236.404,654.773,0.902266,241.011,766.396,0.850145,187.404,298.791,0.946865,200.747,298.707,0.951871,169.617,307.677,0.71938,223.006,303.328,0.84083,249.736,801.739,0.73816,267.5,797.443,0.74142,232.114,779.65,0.740845,187.466,801.837,0.678992,160.844,801.661,0.724071,187.496,779.63,0.761466
399,196.255,303.205,1.00195,200.786,374.41,0.944116,156.38,374.579,0.969815,125.289,445.935,0.958304,156.083,490.298,0.912502,254.261,370.125,0.932693,285.454,441.345,0.943975,262.99,490.139,0.929606,196.643,525.852,0.867842,165.358,525.869,0.858145,178.543,650.487,0.841693,178.591,766.316,0.84394,232.066,525.86,0.876657,232.24,650.469,0.886756,240.896,766.252,0.848277,191.672,298.818,0.963445,200.861,298.673,0.948467,174.166,307.647,0.709667,223.115,303.16,0.871673,245.353,801.607,0.729016,267.45,797.331,0.71479,231.996,775.214,0.746569,187.39,801.746,0.673385,160.82,797.508,0.721952,187.538,775.136,0.775589
400,196.569,303.15,0.978282,200.887,374.468,0.939825,156.47,374.626,0.969006,125.36,445.915,0.956333,151.793,499.067,0.897562,258.583,370.205,0.944323,289.811,441.449,0.944998,262.889,490.334,0.899277,200.773,530.229,0.858949,165.382,525.944,0.848301,174.212,650.535,0.838612,182.955,766.43,0.84063,232.119,530.257,0.868339,232.241,650.562,0.897596,240.855,766.292,0.848348,192.005,298.783,0.992975,205.396,298.661,0.913031,182.952,307.632,0.819657,227.427,303.237,0.811931,240.923,801.602,0.745665,263.235,797.363,0.734518,232.004,775.21,0.732336,187.423,801.781,0.678012,160.883,797.562,0.723267,191.754,779.572,0.762596
401,200.811,303.116,0.962698,200.977,374.315,0.934546,160.615,374.345,0.994422,133.995,445.818,0.915452,147.457,508.029,0.915561,258.718,370.218,0.955399,289.803,445.573,0.9382,258.71,503.45,0.8895,200.811,525.874,0.860687,169.609,525.839,0.857131,174.196,650.382,0.830186,178.607,766.369,0.838877,232.183,525.884,0.866161,232.249,650.516,0.90027,240.948,766.355,0.841091,196.219,298.709,0.982971,214.267,298.68,0.907644,187.458,303.385,0.814488,227.691,303.3,0.87717,245.303,801.671,0.705252,267.438,797.433,0.707703,232.039,779.643,0.740398,187.397,801.777,0.694197,160.816,797.542,0.742499,187.552,775.233,0.746481
402,205.235,298.975,0.940215,205.248,374.314,0.926677,160.673,374.318,0.991083,138.439,445.764,0.912829,142.918,512.28,0.929202,262.949,370.217,0.96556,289.777,445.649,0.926412,258.598,507.917,0.900281,200.836,530.345,0.849481,169.638,530.287,0.849758,174.195,654.81,0.864879,178.631,766.447,0.841345,232.211,534.675,0.857114,236.402,654.828,0.917573,240.945,770.6,0.842411,196.391,298.572,0.963023,222.96,298.598,0.918353,191.73,303.331,0.815611,231.845,303.317,0.86343,240.922,801.72,0.762137,263.271,797.496,0.756469,232.112,784.038,0.745295,187.352,801.801,0.702228,160.768,797.561,0.752667,191.727,779.601,0.745626
403,209.712,298.977,0.921684,209.667,374.301,0.912922,160.81,374.28,0.973687,147.284,445.784,0.912188,138.455,512.447,0.967681,263.033,374.267,0.976692,281.018,445.847,0.897473,254.233,512.477,0.937558,200.774,534.704,0.848459,165.354,530.361,0.846644,174.167,654.906,0.865965,178.656,766.4,0.838747,232.152,534.759,0.865393,236.463,654.878,0.909715,240.953,770.633,0.836406,196.556,298.559,0.951555,223.154,298.578,0.930541,191.909,303.328,0.822462,231.986,303.295,0.884789,240.899,801.735,0.752338,263.256,797.546,0.760592,232.133,784.033,0.744646,187.326,801.766,0.686197,160.766,797.511,0.735333,191.762,779.515,0.741052
404,214.215,298.99,0.916878,214.15,374.255,0.910214,160.957,370.113,0.947301,151.795,445.708,0.951248,134.18,512.572,0.971824,263.132,374.349,0.984606,276.575,450.191,0.882711,254.176,516.902,0.936223,200.771,534.715,0.842586,165.355,534.653,0.837293,174.09,654.963,0.868763,178.58,766.436,0.836292,232.138,534.744,0.858328,236.541,654.924,0.905307,240.954,770.753,0.830116,200.81,298.557,0.931296,227.406,298.567,0.931084,192.045,303.26,0.837727,232.129,303.237,0.842045,240.882,801.82,0.74299,263.269,801.695,0.759869,232.125,788.429,0.757116,183.09,801.824,0.655547,160.709,797.552,0.710208,191.731,779.569,0.735117
405,222.945,303.049,0.934576,218.594,374.342,0.914945,165.194,370.19,0.932529,156.053,445.916,0.941108,134.135,516.764,0.957338,263.197,374.501,0.97893,276.44,454.662,0.866921,249.878,521.351,0.897998,200.837,539.106,0.836538,169.684,534.8,0.821893,174.091,655.04,0.863186,178.63,770.6,0.827035,232.14,539.122,0.857269,236.5,655.032,0.907622,240.902,775.064,0.821255,205.269,298.605,0.91677,227.621,298.637,0.952586,196.218,303.317,0.885983,236.391,303.373,0.837599,236.616,801.835,0.736081,263.222,801.715,0.752611,232.104,788.532,0.75689,183.071,801.846,0.637448,160.702,801.603,0.690045,191.763,779.609,0.728278
406,227.321,303.049,0.964544,222.929,374.379,0.921433,165.312,374.276,0.920081,156.144,450.1,0.945081,134.182,516.907,0.940403,263.276,374.481,0.968962,272.187,454.704,0.871988,254.137,521.545,0.881533,200.948,539.218,0.833682,174.07,539.127,0.812884,174.215,655.12,0.856857,178.551,770.641,0.829448,232.222,543.476,0.86103,236.538,655.124,0.898803,240.891,775.128,0.823866,214.181,298.571,0.904979,231.909,298.68,0.952524,196.408,303.263,0.892743,236.643,303.501,0.743172,240.859,801.894,0.740264,263.237,801.763,0.762125,232.079,792.803,0.768815,183.055,801.889,0.634596,160.67,801.638,0.690033,191.703,779.656,0.730451
407,227.404,303.045,0.973269,223.153,374.354,0.94408,169.705,370.183,0.901707,156.185,450.087,0.950373,134.175,517.009,0.920835,267.441,374.506,0.966666,272.068,459.12,0.8774,249.712,525.936,0.866438,201.019,539.254,0.827915,174.104,539.116,0.810351,178.518,659.211,0.85304,174.096,770.604,0.833671,236.404,543.536,0.858462,240.855,659.229,0.887827,240.954,775.077,0.823477,218.61,298.541,0.910074,232.007,298.674,0.957326,196.558,303.154,0.844786,241.023,303.417,0.771898,241.004,801.886,0.758471,267.455,801.741,0.782116,232.086,792.781,0.770142,187.292,801.877,0.637141,160.656,801.654,0.687318,187.432,779.568,0.711312
408,227.57,303.041,0.990052,227.309,374.315,0.947043,174.096,370.145,0.892293,156.212,450.054,0.95547,138.443,516.992,0.928639,267.486,374.477,0.957238,272.038,459.084,0.879257,240.991,534.671,0.864099,205.274,543.464,0.822723,178.515,539.142,0.809114,174.209,655.114,0.849198,174.062,766.415,0.841452,236.419,543.51,0.850588,245.279,655.131,0.882627,245.393,770.813,0.822646,222.985,298.528,0.922977,232.167,298.659,0.9468,200.809,303.128,0.841838,249.864,303.369,0.757397,245.348,801.89,0.754775,267.526,801.726,0.784051,232.23,788.502,0.759001,183.074,801.88,0.644005,160.608,801.638,0.698802,187.412,775.235,0.712268
409,227.623,298.918,1.00015,227.386,374.289,0.959294,178.503,370.07,0.892289,156.299,445.878,0.969342,134.039,516.838,0.952435,267.597,374.489,0.952542,272.11,459.05,0.874743,240.981,521.53,0.881929,205.235,543.46,0.827992,178.511,539.107,0.810963,174.179,654.992,0.851864,169.761,766.288,0.852754,236.37,543.53,0.857556,240.832,655.127,0.89636,245.302,770.766,0.833364,223.087,294.321,0.919488,236.382,298.57,0.929989,200.988,303.102,0.725265,258.545,303.373,0.792454,245.324,801.862,0.774372,267.515,801.706,0.798663,232.178,788.433,0.763512,183.015,801.82,0.649948,156.472,797.532,0.704841,187.387,770.846,0.726434
410,231.796,298.867,0.986654,227.465,374.293,0.967737,182.99,369.98,0.895776,156.43,445.731,0.983363,129.788,516.708,0.957818,267.69,374.553,0.941024,272.136,459.129,0.874778,236.631,521.422,0.907213,200.999,543.501,0.833373,174.151,539.133,0.81283,174.083,655.037,0.85958,174.142,766.381,0.839001,236.364,543.628,0.863492,236.548,659.213,0.901645,240.989,770.851,0.823243,227.381,294.266,0.925141,236.6,298.535,0.903376,205.358,303.06,0.752356,258.722,303.362,0.790322,240.936,801.89,0.75424,263.331,801.748,0.781007,232.161,788.513,0.759468,183.022,801.868,0.635542,160.633,801.617,0.692036,187.502,775.194,0.732981
411,231.871,298.922,0.979769,227.558,374.29,0.973846,183.107,369.958,0.902675,156.48,445.652,0.979428,129.709,512.539,0.961262,267.794,374.522,0.935445,272.138,463.469,0.876958,236.359,521.444,0.931313,200.963,543.594,0.848001,169.689,539.162,0.822609,169.648,659.198,0.869648,169.792,770.616,0.839127,236.422,547.882,0.875177,236.542,659.28,0.895018,240.967,775.097,0.823992,227.491,294.302,0.928793,240.925,298.608,0.901271,209.792,298.986,0.638021,263.007,303.404,0.837708,245.31,801.96,0.749047,267.493,801.79,0.783692,232.116,792.799,0.775138,182.904,801.931,0.622962,156.438,801.672,0.689848,187.46,779.607,0.729658
412,232.183,303.029,0.96461,227.655,374.37,0.980245,187.352,370.048,0.919486,160.624,445.588,0.976734,129.615,512.432,0.969575,272.04,374.596,0.920257,272.089,463.572,0.890149,232.027,521.39,0.976091,205.237,543.584,0.840654,174.119,539.145,0.815156,174.211,655.113,0.845092,178.553,770.604,0.83002,236.449,547.858,0.868603,236.563,655.106,0.890112,240.983,770.81,0.826555,227.753,298.514,0.945404,249.817,298.698,0.895114,218.583,303.159,0.742743,263.213,303.498,0.796489,241.001,801.912,0.758385,267.473,801.756,0.794637,232.158,788.477,0.761263,182.95,801.902,0.633178,160.628,801.615,0.695717,191.721,779.594,0.747061
413,236.574,298.987,0.938329,227.758,374.408,0.981128,187.533,370.123,0.945448,160.654,445.624,0.970769,125.392,512.509,0.978605,272.099,374.607,0.921404,272.05,463.576,0.893092,231.819,521.33,0.986826,205.24,543.512,0.839781,174.06,534.792,0.813194,178.505,655.091,0.846708,178.508,766.446,0.836824,236.48,543.68,0.868665,236.585,655.112,0.882451,240.978,770.832,0.823395,232.013,294.412,0.946034,258.539,298.697,0.904635,222.994,303.185,0.815845,263.286,307.647,0.775029,245.311,801.925,0.757546,267.503,801.736,0.789689,232.134,788.502,0.759413,183.008,801.902,0.647154,160.629,801.623,0.70781,187.555,779.518,0.75093
414,236.583,303.055,0.946367,231.888,374.351,0.976694,191.79,369.95,0.956811,160.783,441.312,0.967953,125.267,512.468,0.991733,272.135,374.64,0.915962,272.028,467.99,0.899861,227.497,521.334,0.97439,205.282,539.247,0.831113,174.092,534.663,0.810085,174.155,655.091,0.854586,178.508,770.655,0.834897,236.514,543.622,0.864558,236.545,655.064,0.896869,245.317,770.821,0.824894,232.038,298.529,0.949,258.615,298.73,0.929595,223.086,303.12,0.780733,267.458,307.64,0.853869,245.35,801.939,0.770047,267.519,801.741,0.809029,236.367,788.464,0.748662,182.998,801.949,0.648129,156.484,801.684,0.714981,191.701,779.609,0.751204
415,240.847,298.964,0.94161,231.967,374.352,0.976263,191.861,369.954,0.967632,160.731,441.327,0.969989,125.161,512.499,0.996896,272.224,374.661,0.908226,272.057,472.235,0.903589,227.326,517.145,0.958147,205.367,543.493,0.824533,174.216,534.691,0.802384,174.165,655.114,0.849653,174.2,770.637,0.830717,236.535,543.692,0.859828,236.56,659.22,0.896245,245.324,775.123,0.812313,232.134,294.338,0.934194,258.771,298.664,0.940202,227.298,303.071,0.721633,267.595,307.644,0.871683,245.293,801.955,0.753039,267.476,801.788,0.803445,236.379,788.517,0.748964,182.905,801.934,0.618947,156.443,801.661,0.686478,191.69,779.584,0.747705
416,240.91,298.941,0.942035,232.031,374.379,0.975939,191.953,369.957,0.97241,160.64,445.527,0.970419,125.004,512.61,0.995928,272.243,378.83,0.889718,271.978,472.295,0.913053,222.904,517.017,0.929211,205.316,539.235,0.816602,174.172,530.32,0.794726,174.139,655.116,0.842754,178.521,770.673,0.828651,236.512,543.651,0.852586,236.594,655.125,0.889082,245.285,775.129,0.818022,232.214,294.304,0.917547,262.959,298.619,0.949308,227.483,303.072,0.555024,267.775,307.589,0.87418,245.338,801.96,0.764837,267.481,801.788,0.818017,232.218,788.53,0.768091,182.922,801.945,0.6238,156.464,801.671,0.691586,191.7,779.632,0.746304
417,240.984,298.968,0.935975,232.146,374.378,0.965738,192.018,369.934,0.96974,160.73,445.567,0.965553,120.87,512.591,0.999221,276.6,378.879,0.872959,272.007,468.005,0.897559,209.788,516.804,0.924405,205.365,543.486,0.814443,178.543,534.644,0.783123,178.626,659.204,0.832877,178.538,770.671,0.822389,236.512,543.714,0.854412,240.89,659.271,0.878497,245.37,775.172,0.812092,236.414,294.326,0.906914,263.028,298.66,0.96244,227.597,303.07,0.468232,267.85,307.689,0.872836,245.391,801.98,0.754679,267.519,801.804,0.813148,236.387,792.785,0.767981,182.989,801.954,0.61881,156.48,801.685,0.683548,191.706,779.607,0.73033
418,249.777,303.146,0.928623,232.152,374.39,0.963617,191.999,370.008,0.973976,160.68,445.737,0.981452,120.689,512.62,1.00276,276.608,378.904,0.866444,267.709,472.235,0.913392,201.024,516.756,0.943989,205.361,539.123,0.807101,178.503,525.915,0.782765,178.556,659.211,0.829186,174.219,770.7,0.816766,236.545,543.582,0.841271,240.924,659.252,0.876148,245.374,775.206,0.8098,240.829,298.595,0.914378,263.181,298.819,0.981042,227.743,303.167,0.566736,271.996,312.071,0.841123,245.393,802.001,0.735193,267.521,801.83,0.799023,236.38,792.827,0.7794,182.942,801.974,0.603387,156.462,801.7,0.670368,191.686,783.981,0.719038
419,254.207,303.192,0.927549,236.437,374.32,0.947795,196.19,369.917,0.963196,160.689,441.372,0.981936,120.709,512.296,0.985318,285.427,374.721,0.87519,267.699,463.488,0.891131,200.929,512.629,0.959879,209.718,534.749,0.799037,178.59,525.801,0.791773,182.987,655.014,0.838244,178.535,770.668,0.82106,236.631,543.472,0.826353,240.979,655.105,0.876319,245.36,775.108,0.817581,240.951,298.633,0.903133,263.286,298.838,0.966984,231.816,303.159,0.596142,272.164,307.785,0.798583,245.416,801.984,0.736147,267.536,801.804,0.798869,232.232,788.529,0.783098,182.996,801.976,0.62764,156.488,801.694,0.695728,187.569,779.626,0.727512
420,258.611,303.207,0.946593,236.507,374.437,0.944768,192.141,370.061,0.968436,160.611,441.418,0.983032,120.571,508.008,0.952231,289.823,378.978,0.867518,267.539,467.866,0.897953,196.607,512.564,0.965098,214.215,539.217,0.809146,187.311,534.673,0.798671,187.519,659.201,0.864845,187.324,770.837,0.829046,240.964,543.593,0.824586,245.327,655.127,0.86117,249.741,775.138,0.810442,249.719,298.654,0.908465,267.454,298.865,0.973668,231.993,303.209,0.631701,272.231,307.871,0.785615,245.367,802.038,0.718049,267.526,801.829,0.776531,236.407,788.516,0.752922,187.34,802.026,0.670429,160.763,801.738,0.731767,191.912,788.454,0.757107
421,258.738,303.249,0.964395,236.628,374.464,0.934635,196.267,370.045,0.963813,160.653,441.349,0.986705,120.541,503.53,0.918347,289.932,379.022,0.870718,267.588,463.502,0.897894,200.76,512.333,0.949203,214.142,543.459,0.816902,183.036,534.687,0.802478,187.466,659.26,0.87029,183.081,770.82,0.829624,240.884,543.662,0.840137,240.98,659.297,0.874509,245.402,775.138,0.820611,249.874,298.687,0.925709,267.569,298.923,0.976585,232.089,303.233,0.570044,276.634,312.121,0.752539,245.384,802.015,0.74437,267.518,801.833,0.801627,232.246,788.539,0.778379,187.34,801.982,0.687829,160.75,801.707,0.741728,191.861,788.411,0.760477
422,262.995,303.236,0.988668,240.922,374.434,0.931881,196.437,369.956,0.945176,160.718,441.169,0.979719,120.495,494.755,0.893607,289.925,379.019,0.872656,267.718,459.08,0.89567,200.796,508.048,0.929292,214.228,534.793,0.81198,183.098,525.921,0.814734,187.519,655.114,0.879266,187.294,770.823,0.832729,240.948,543.498,0.825594,240.991,659.248,0.874184,245.381,775.102,0.824461,254.308,298.672,0.939394,267.739,298.96,0.975075,232.225,303.255,0.585827,285.418,316.599,0.75787,245.432,802.012,0.750382,267.583,801.802,0.801042,232.213,788.527,0.77955,187.408,801.988,0.701802,160.791,801.719,0.752907,191.863,788.41,0.761625
423,263.153,303.182,1.00087,240.955,374.434,0.923289,196.507,369.934,0.93412,160.687,441.189,0.98291,116.28,499.07,0.874844,289.931,379.022,0.867683,267.696,459.043,0.891956,196.333,508.021,0.936538,214.241,534.672,0.807444,183.087,525.796,0.81692,187.451,654.978,0.870385,183.09,770.808,0.829432,240.99,539.201,0.814048,240.993,655.119,0.875726,245.347,775.132,0.819649,258.668,298.601,0.934741,272.014,298.93,0.950937,236.438,303.185,0.565584,289.905,316.631,0.740745,245.408,801.993,0.747351,267.545,801.787,0.797499,232.197,792.798,0.779966,187.402,801.984,0.695303,160.779,801.719,0.74701,191.834,788.413,0.756873
424,263.174,303.286,0.984221,245.374,374.547,0.90834,196.604,370.016,0.929119,160.658,441.192,0.979858,116.25,494.711,0.8773,294.305,383.371,0.869438,267.643,459.037,0.893587,196.274,507.922,0.937219,214.241,534.695,0.805739,183.082,525.79,0.815744,187.538,655.019,0.871301,187.308,770.844,0.826175,240.981,539.242,0.813953,241.004,655.115,0.87316,245.393,770.858,0.825674,258.763,298.698,0.939963,272.067,303.112,0.944165,236.586,303.298,0.400179,294.213,325.451,0.764574,245.436,801.979,0.756616,267.562,801.764,0.803942,232.225,788.497,0.76927,187.451,801.998,0.698471,160.82,801.731,0.746973,191.854,788.44,0.756259
425,263.114,307.619,0.95842,249.756,374.575,0.904061,200.779,370.005,0.918867,160.664,441.203,0.982864,111.781,499.053,0.841777,294.359,383.474,0.872574,267.641,459.102,0.886203,192.114,507.887,0.933576,214.265,534.696,0.805618,187.324,525.787,0.822056,187.566,654.979,0.870465,187.34,770.793,0.833153,240.984,543.458,0.810089,241.02,655.062,0.872811,245.382,770.807,0.828084,258.764,298.902,0.95316,271.998,303.307,0.951903,240.859,303.389,0.197574,294.284,325.535,0.760969,245.383,801.95,0.763793,267.556,801.741,0.801224,232.219,788.443,0.759731,187.475,801.976,0.706238,160.847,801.722,0.749545,191.871,784.1,0.755153
426,263.269,307.605,0.956577,249.801,374.572,0.90494,200.814,370.025,0.922366,160.626,441.153,0.969267,111.797,494.745,0.840755,294.416,383.393,0.88041,267.605,454.707,0.896092,192.059,507.904,0.934066,218.555,530.342,0.806557,187.332,521.521,0.825743,191.685,654.98,0.875612,187.393,770.824,0.835288,245.293,539.187,0.804081,245.351,655.016,0.868711,249.781,770.733,0.838859,263.002,298.915,0.966391,272.152,303.272,0.93876,245.313,303.38,0.308452,294.346,325.473,0.783643,249.749,801.941,0.764149,267.588,801.731,0.805073,236.428,784.064,0.752999,187.512,802.001,0.70113,160.877,801.753,0.748381,191.904,788.404,0.75551
427,263.371,303.506,0.959491,249.855,374.597,0.901436,200.865,369.996,0.918823,160.601,441.145,0.970585,111.71,494.737,0.834883,298.526,387.748,0.87246,267.492,459.023,0.897615,191.84,507.991,0.939136,214.271,534.647,0.802282,183.091,521.506,0.820158,187.45,654.896,0.845283,187.315,770.791,0.821197,245.277,539.236,0.804366,245.35,655.022,0.864188,245.437,770.831,0.824394,263.061,298.923,0.963893,276.469,303.256,0.919306,245.298,303.452,0.344499,298.52,325.529,0.76106,245.395,801.966,0.751803,267.538,801.789,0.799388,232.244,788.464,0.767795,187.405,801.969,0.671082,160.825,801.723,0.719864,191.874,788.399,0.736872
428,267.585,303.379,0.973819,254.139,374.632,0.895752,200.943,370.004,0.915655,160.584,441.154,0.965991,111.699,494.658,0.83577,294.402,387.825,0.863209,267.47,459.054,0.89934,191.835,507.973,0.936273,214.253,534.676,0.8004,183.094,521.522,0.815495,187.478,654.901,0.841691,187.326,770.744,0.821317,240.994,543.478,0.806617,245.317,655.061,0.856157,245.447,770.83,0.821173,263.28,298.852,0.953823,280.942,303.183,0.895711,249.771,303.494,0.379091,298.521,325.517,0.711141,245.403,801.936,0.755901,267.539,801.762,0.800382,232.239,788.433,0.755091,187.438,801.932,0.675294,160.846,801.681,0.718866,191.866,784.028,0.726866
429,267.679,303.461,0.962541,254.219,374.653,0.899547,200.998,370.022,0.912954,160.663,441.129,0.968911,107.417,494.627,0.831629,298.581,387.878,0.873165,267.419,459.084,0.89061,191.786,507.954,0.923666,214.227,530.327,0.804891,183.082,521.485,0.823258,187.525,654.919,0.846314,187.366,770.761,0.823813,240.966,539.196,0.808326,240.852,655.061,0.86759,245.305,770.842,0.822241,263.264,298.939,0.961039,281.039,303.19,0.893856,249.724,307.701,0.532568,298.58,325.425,0.661488,245.358,801.939,0.752883,267.514,801.747,0.79641,232.147,788.465,0.750164,187.437,801.935,0.666911,160.858,801.687,0.712919,191.875,784.064,0.7306
430,267.845,303.478,0.951142,254.325,374.657,0.906212,205.277,369.934,0.902588,160.717,441.07,0.960085,111.715,490.253,0.838894,298.68,392.241,0.890858,263.355,459.144,0.88153,191.723,507.99,0.907634,214.144,530.252,0.809517,182.999,521.394,0.827613,187.447,654.889,0.833003,187.335,770.794,0.821788,240.9,539.178,0.81692,236.509,655.001,0.882277,245.311,770.841,0.822076,267.475,298.972,0.968863,289.765,303.234,0.905502,254.17,307.677,0.578549,298.654,325.527,0.654662,245.319,801.939,0.749758,267.479,801.76,0.79491,232.162,788.474,0.743258,187.395,801.936,0.657425,160.846,801.693,0.706435,191.867,788.395,0.736383
431,267.871,307.602,0.938887,258.567,374.629,0.911631,205.364,369.872,0.892108,160.769,441.031,0.956891,111.749,490.188,0.847036,298.684,392.255,0.891138,267.477,459.068,0.886071,191.809,507.922,0.906178,214.14,530.229,0.81086,182.992,521.359,0.831791,187.49,654.792,0.830852,187.342,770.634,0.8301,240.906,539.177,0.819775,236.52,654.982,0.881077,245.281,775.088,0.819753,267.554,298.993,0.970465,289.83,303.276,0.915435,254.335,307.628,0.479186,298.749,325.545,0.710035,245.305,801.956,0.754721,267.48,801.793,0.804024,232.144,788.54,0.75875,187.438,801.856,0.663216,160.869,801.615,0.700643,191.843,779.653,0.731363
432,267.808,307.655,0.939892,258.665,374.668,0.917874,209.768,369.857,0.891516,160.747,441.089,0.966219,111.7,490.179,0.844116,298.713,396.632,0.896857,267.513,459.099,0.88131,191.861,507.91,0.912095,214.219,530.303,0.806928,183.08,521.426,0.828718,187.518,654.866,0.836363,187.358,770.746,0.826686,240.963,539.23,0.813254,236.562,655.026,0.872422,245.364,775.088,0.815458,267.526,303.035,0.970202,289.806,303.311,0.915914,254.326,307.667,0.326681,298.815,325.565,0.767766,240.998,801.961,0.742641,267.448,801.807,0.789924,232.194,788.531,0.748306,187.464,801.922,0.666503,160.887,801.685,0.705201,191.867,784.063,0.735121
433,267.809,307.674,0.940344,258.672,374.699,0.916512,209.777,369.88,0.895464,160.74,441.106,0.969825,111.718,490.141,0.855236,298.707,396.68,0.899344,267.48,463.452,0.881564,191.807,508.006,0.902501,214.112,530.316,0.808093,183.001,521.373,0.830407,187.399,654.932,0.824179,187.367,770.844,0.813257,240.86,543.502,0.82824,236.465,655.085,0.879467,245.359,775.158,0.808944,267.523,303.04,0.971663,289.822,303.315,0.91825,254.332,307.662,0.334235,298.842,325.551,0.756031,240.958,802,0.726812,263.325,801.818,0.775621,232.204,792.782,0.737712,187.418,801.98,0.642829,160.878,801.735,0.688477,191.904,788.462,0.736572
434,267.825,307.714,0.934656,258.698,374.723,0.915584,209.797,369.902,0.89877,160.721,441.118,0.970725,107.417,490.142,0.852335,298.728,396.688,0.899348,267.485,463.476,0.876019,191.826,508.037,0.900519,214.157,530.282,0.809772,183.029,521.371,0.830793,183.063,654.818,0.802265,183.088,770.736,0.804874,240.893,543.473,0.823781,236.455,655.02,0.882041,245.419,775.088,0.81641,267.541,303.065,0.971348,289.843,303.332,0.918532,258.55,307.667,0.334092,298.872,325.535,0.753114,245.298,801.996,0.715439,267.464,801.833,0.774873,236.373,788.554,0.754916,187.321,801.948,0.588749,160.835,801.708,0.63707,191.829,784.107,0.720067
